source_language,dest_language,source_text,dest_text
eng,tgl,"As he stepped out on shore, a man from the city who had demons met him. For a long time he had not worn any clothes, and he did not live in a house but in the tombs.","At pagkalunsad niya sa lupa, siya'y sinalubong ng isang lalaking galing sa bayan, na may mga demonio; at malaong panahon na hindi siya nagdaramit, at hindi tumatahan sa bahay, kundi sa mga libingan."
eng,pag,"When he saw Jesus, he cried out and fell down before him, shouting, ""What have you to do with me, Jesus, Son of the Most High God? I beg you, do not torment me,""","Nen anengneng toy Jesus, inmingal, dinmakmomod arap to, tan inkuanton makmaksil, ""Jesus, Anak na Sankatageyan a Dios! Antoy pibabalim ed siak? Pikasik ed sikan ag mo ak papairapen!"""
eng,pam,"When he saw Jesus, he cried out and fell down before him, shouting, ""What have you to do with me, Jesus, Son of the Most High God? I beg you, do not torment me,""","Kinulisak yang masikan panakit na kang Jesus; migsakab ya arap na at ngana, Jesus, Anak ning Kakataskatasan a Dios! Nanu ing buri mung daptan kanaku? Pakisabi kung mayap keka ing e mu ku sana panasakitan!"
eng,tao,"When he saw Jesus, he cried out and fell down before him, shouting, ""What have you to do with me, Jesus, Son of the Most High God? I beg you, do not torment me,""","Macita na si Yeso am omlololos a kapeylilitod na do tangain na ni Yeso. Maniring am, ""Mo Yeso a Anak no ney manokdwan na Tao do to, ikongo mo gogadan nyaken. Ji mo pasingsingci yaken an."""
eng,tgl,"When he saw Jesus, he cried out and fell down before him, shouting, ""What have you to do with me, Jesus, Son of the Most High God? I beg you, do not torment me,""","At nang makita niya si Jesus, siya'y sumigaw, at nagpatirapa sa harap niya, at sinabi ng malakas na tinig, Ano ang pakialam ko sa iyo, Jesus, ikaw na Anak ng Dios na Kataastaasan? Ipinamamanhik ko sa iyo, na huwag mo akong pahirapan."
eng,pag,"for Jesus had commanded the unclean spirit to come out of the man. (For many times it had seized him; he was kept under guard and bound with chains and shackles, but he would break the bonds and be driven by the demon into the wilds.)","Imbaga to ya, lapud ingganggan nen Jesus so ispiritun maoges ya onekal ed saman a too. Naynay ton looban imay laki, tan anggan antoy pambantay ed sikato, anggan antoy pamalur ed saray sali tan lima to na golunggolung, sarasarag ton ekalen, insan paonlaen ed kalawakan na dimonyo."
eng,pam,"for Jesus had commanded the unclean spirit to come out of the man. (For many times it had seized him; he was kept under guard and bound with chains and shackles, but he would break the bonds and be driven by the demon into the wilds.)","Sinabi na iti uling inutus nang Jesus king espiritung marawak king lakuan ne. Maralas, nung sumpungan ne, agyang ikulung de o itali re bitis ampon gamat karing tanikala, apapatlud na la deti at darala ne ning demonyu king disyerto."
eng,tao,"for Jesus had commanded the unclean spirit to come out of the man. (For many times it had seized him; he was kept under guard and bound with chains and shackles, but he would break the bonds and be driven by the demon into the wilds.)",O pancyan na no nang am nivozwaw na ni Yeso o komovot do dang a aro a kalamsoyan ni Satan. Masangib ori a kovotan da no kalamsoyan ni Satan. No kaneb da jya am to na zavazavata o nivaod da so ai na vahalang a kapaksoz da sya no kalamsoyan ni Satan a yangay do kabwan no tao.
eng,tgl,"for Jesus had commanded the unclean spirit to come out of the man. (For many times it had seized him; he was kept under guard and bound with chains and shackles, but he would break the bonds and be driven by the demon into the wilds.)",Sapagka't ipinagutos niya sa karumaldumal na espiritu na lumabas sa tao. Sapagka't madalas siyang inaalihan: at siya'y binabantayan at gapos ng mga tanikala at mga damal; at pagka pinapatid ang gapos ay siya'y itinataboy ng demonio sa mga ilang.
eng,pag,"Jesus then asked him, ""What is your name?"" He said, ""Legion,"" for many demons had entered him.","Tinepet nen Jesus ed sikato, ""Antoy ngaran mo?""""Amayamay,"" ebat to, ta dakerakel a dimonyoy inmapon ed sikato."
eng,pam,"Jesus then asked him, ""What is your name?"" He said, ""Legion,"" for many demons had entered him.","Nganang kinutang Jesus, Nanu ka lagyu?Ing lagyu ku Batalyun, nganang mekibat, uling dakal lang demonyu ding linub keya."
eng,tao,"Jesus then asked him, ""What is your name?"" He said, ""Legion,"" for many demons had entered him.","Maniring si Yeso jya am, ""Sino ngaran mo."" Pasapan na am, ""Si Malavong."" Ta aro a kalamsoyan ni Satan a komovot jya."
eng,tgl,"Jesus then asked him, ""What is your name?"" He said, ""Legion,"" for many demons had entered him.","At tinanong siya ni Jesus, Ano ang pangalan mo? At sinabi niya, Pulutong; sapagka't maraming demonio ang nagsipasok sa kaniya."
eng,pag,They begged him not to order them to go back into the abyss.,Saramay dimonyo kinerew dad kinen Jesus ya ag to ra paonlaen ed araldalem a pasen.
eng,pam,They begged him not to order them to go back into the abyss.,Inawad da ring demonyu kang Jesus king e na la sana papuntalan king bangin.
eng,tao,They begged him not to order them to go back into the abyss.,So nipasyasi da no aro a kalamsoyan ni Satan ji Yeso a manci no kaji na paksozan sira a tovoin do abo so takadan a gazawagaw.
eng,tgl,They begged him not to order them to go back into the abyss.,At ipinamamanhik nila sa kaniya na huwag silang paparoonin sa kalalimlaliman.
eng,pag,"Now there on the hillside a large herd of swine was feeding, and the demons begged Jesus to let them enter these. So he gave them permission.","Diad asingger diman, wala ray amayamay a baboy a manaalibok ed giligilig na palandey. Akikasi ra may dimonyo a paonlaen to rad saramay baboy, et inabuloyan to ra."
eng,pam,"Now there on the hillside a large herd of swine was feeding, and the demons begged Jesus to let them enter these. So he gave them permission.",Ating maragul a kawan babi malapit karin; manyibsiban la king libis ning bunduk-bundukan. Inawad da ring demonyu kang Jesus king paburen na la sanang lungub karing babi at peintulutan na la.
eng,tao,"Now there on the hillside a large herd of swine was feeding, and the demons begged Jesus to let them enter these. So he gave them permission.",O macitangked jira tokon am macinao o keyyan da dang no aro a kois. Am ori o nipasyasi da no kalamsoyan ni Satan ji Yeso do katovoy na sira do aro a kois. Meyratateng am tovoin na sira ni Yeso.
eng,tgl,"Now there on the hillside a large herd of swine was feeding, and the demons begged Jesus to let them enter these. So he gave them permission.",Doon nga'y may isang kawan ng maraming baboy na nagsisipanginain sa bundok: at ipinamanhik nila sa kaniya na pabayaang sila'y magsipasok sa mga yaon. At sila'y pinahintulutan niya.
eng,pag,"Then the demons came out of the man and entered the swine, and the herd stampeded down the steep bank into the lake and was drowned.","Kanyan pinmaway ira may dimonyo ed samay laki tan linmoob irad saramay baboy. Insan binmatik ed pandel ira may baboy, naplag irad dayat tan nalner ira."
eng,pam,"Then the demons came out of the man and entered the swine, and the herd stampeded down the steep bank into the lake and was drowned.","Inya linual la ding demonyu king tau at linub la karing babi. Dinulung ya ing mabilug a kawan babi king saug papunta king dagat-dagatan, at melumud la karin."
eng,tao,"Then the demons came out of the man and entered the swine, and the herd stampeded down the steep bank into the lake and was drowned.",Am ori o nikarwan da do kataotao no tao a mangay do aro a kois kaksoz da do alalasyas a katovoz da do rako a meybebneng a ranom. Ori o nipeykehmehmes da a mawakwak.
eng,tgl,"Then the demons came out of the man and entered the swine, and the herd stampeded down the steep bank into the lake and was drowned.","At nagsilabas ang mga demonio sa tao, at nagsipasok sa mga baboy: at ang kawan ay napadaluhong sa bangin hanggang sa dagatdagatan, at nangalunod."
eng,pag,"When the swineherds saw what had happened, they ran off and told it in the city and in the country.","Nen anengneng na saray mankokomponi na saray baboy so agawa, binmabatik ira tan imbabalita rad baley tan diad saray bario."
eng,pam,"When the swineherds saw what had happened, they ran off and told it in the city and in the country.","Ikit da ring pastul babi ing milyari. Memulayi lang meko, pemalita da ing balita king balen ampon karing baryung makapatulug."
eng,tao,"When the swineherds saw what had happened, they ran off and told it in the city and in the country.",Macita da no tomalamozong no kois am malalayo sira manci nya do aro a tao do ili a kano meyvahay do takey.
eng,tgl,"When the swineherds saw what had happened, they ran off and told it in the city and in the country.","At nang makita ng nagsisipagalaga ng mga yaon ang nangyari, ay nagsitakas, at isinaysay sa bayan at sa bukid."
eng,pag,"Then people came out to see what had happened, and when they came to Jesus, they found the man from whom the demons had gone sitting at the feet of Jesus, clothed and in his right mind. And they became frightened.","Kanyan dinmadago ray totoo a nengnengen da no antoy agawa. Kaasingger dad kinen Jesus, anengneng da may lakin angekalan to na saray dimonyo. Manyodyorung ed saliyan nen Jesus, akakawes la, tan duga lay kalakal to. Diad satan, ataktakot ira."
eng,pam,"Then people came out to see what had happened, and when they came to Jesus, they found the man from whom the demons had gone sitting at the feet of Jesus, clothed and in his right mind. And they became frightened.","Linual la ding tau ban lawan da ing milyari. Disnan de i Jesus at ikit de ing lalaking pilualan da ring demonyu. Makalukluk ya iting lalaki arap nang Jesus, makaimalan ne at masalese ne pamisip at mitakutan la naman."
eng,tao,"Then people came out to see what had happened, and when they came to Jesus, they found the man from whom the demons had gone sitting at the feet of Jesus, clothed and in his right mind. And they became frightened.","So nipeygonoz no tao a mangay a tomita so vazay ang. Makaranes sira ji Yeso am macita da o tao a nikovotan no kalamsoyan ni Satan a meyyaywayob rana apya rana so aktokto a omlisna do tangain ni Yeso. Am ori o nikarahet da so onowned a to rana nyahey a tomita sya, ta tey arako oyowyat ni Yeso."
eng,tgl,"Then people came out to see what had happened, and when they came to Jesus, they found the man from whom the demons had gone sitting at the feet of Jesus, clothed and in his right mind. And they became frightened.","At sila'y nagsilabas upang makita ang nangyari; at nagsilapit sila kay Jesus, at kanilang naratnan sa paanan ni Jesus ang taong nilabasan ng mga demonio, na nakaupo, may pananamit, at matino ang kaniyang bait: at sila'y nangatakot."
eng,pag,Those who had seen it told them how the one who had been possessed by demons had been healed.,Tinongtong met na saramay akanengneng no panoy inabig to.
eng,pam,Those who had seen it told them how the one who had been possessed by demons had been healed.,Ding menakit king mepalyari pemalita ra karing tau nung makananu yang kinayap itang tau.
eng,tao,Those who had seen it told them how the one who had been possessed by demons had been healed.,"O nimakacita so vazay ori a tao am ononongan da rana do aro a tao o panpandan na. Maniring sira am, ""Yanimapya rana o nikovotan no aro a kalamsoyan ni Satan asyo."""
eng,tgl,Those who had seen it told them how the one who had been possessed by demons had been healed.,At sa kanila'y isinaysay ng nangakakita kung paanong pinagaling ang inaalihan ng mga demonio.
eng,pag,"Then the whole throng of people of the surrounding region of the Gerasenes asked Jesus to leave them, for they were seized with great fear. So he got into the boat and returned.","Amin da ray Gadareno kinerew dad kinen Jesus ya ontaynan la, ta ontan lay takot da. Kanyan linmogan lay Jesus ed baloto tan linma la."
eng,pam,"Then the whole throng of people of the surrounding region of the Gerasenes asked Jesus to leave them, for they were seized with great fear. So he got into the boat and returned.",At ding sablang tau king Gerasa inawad da kang Jesus ing mako ya uling tutu lang mitakutan. Inya sinake ya i Jesus king bangka at meko ya.
